150,Item#2156,2522
151,Item#2158,2050
152,Item#2160,3908
153,Item#2166,5515
154,Item#2169,6635
155,Item#2185,8844
156,Item#2213,1000
157,Item#2214,1000
158,Item#2219,72
159,Item#2221,100
160,Item#2222,100
161,Item#2223,100
162,Item#2224,1537
163,Item#2225,2403
164,Item#2226,420
165,Item#2227,2723
166,Item#2228,345
167,Item#2229,403
168,Item#2230,744
169,Item#2231,598
170,Item#2232,3240
171,Item#2233,683
172,Item#2236,1158
173,Item#2237,2376
174,Item#2242,2112
175,Item#2246,1758
176,Item#2248,3486
177,Item#2250,2336
178,Item#2257,5310
179,Item#2259,4050
180,Item#2260,4527
181,Item#2262,6786
182,Item#2270,5277
183,Item#2279,9522
184,Item#2287,6336
185,Item#2306,300
186,Item#2314,74
187,Item#2315,274
188,Item#2316,439
189,Item#2317,638
190,Item#2318,815
191,Item#2319,1379
192,Item#2320,2544
193,Item#2321,3469
194,Item#2322,4033
195,Item#2323,5068
196,Item#2324,5981
197,Item#2325,7228
198,Item#2326,1000
199,Item#2327,1000
200,Item#2328,136
201,Item#2329,304
202,Item#2331,684
203,Item#2332,1225
204,Item#2334,2690
205,Item#2335,3283
206,Item#2337,4639
207,Item#2340,71
208,Item#2341,263
209,Item#2342,376
210,Item#2343,511
211,Item#2344,725
212,Item#2345,988
213,Item#2346,1515
214,Item#2347,2718
215,Item#2348,3504
216,Item#2349,3869
217,Item#2350,4654
218,Item#2351,5737
219,Item#2352,6933
220,Item#2353,1000
221,Item#2354,1000
222,Item#2355,133
223,Item#2356,296
224,Item#2358,778
225,Item#2359,1355
226,Item#2361,2900
227,Item#2363,4516
228,Item#2366,72
229,Item#2367,268
230,Item#2368,384
231,Item#2369,522
232,Item#2370,741
233,Item#2371,1009
234,Item#2372,1547
235,Item#2373,2776
236,Item#2374,3951
237,Item#2375,4753
238,Item#2376,5859
239,Item#2377,7080
240,Item#2378,1000
241,Item#2379,1000
242,Item#2380,129
243,Item#2381,288
244,Item#2383,757
245,Item#2384,1319
246,Item#2386,2822
247,Item#2388,4394
248,Item#2391,71
249,Item#2392,263
250,Item#2393,376
251,Item#2394,511
252,Item#2395,725
253,Item#2396,988
254,Item#2397,1515
255,Item#2398,2718
256,Item#2399,3869
257,Item#2400,4654
258,Item#2401,5737
259,Item#2402,6933
260,Item#2403,1000
261,Item#2404,1000
262,Item#2405,151
263,Item#2406,336
264,Item#2408,883
265,Item#2409,1538
266,Item#2411,3292
267,Item#2413,5127
268,Item#2416,69
269,Item#2417,257
270,Item#2418,368
271,Item#2419,500
272,Item#2420,765
273,Item#2421,1295
274,Item#2422,2388
275,Item#2423,3256
276,Item#2424,3786
277,Item#2425,4555
278,Item#2426,5615
279,Item#2427,6785
280,Item#2428,1000
281,Item#2429,1000
282,Item#2430,129
283,Item#2431,288
284,Item#2433,599
285,Item#2434,1013
286,Item#2436,2548
287,Item#2437,3110
288,Item#2439,4394
289,Item#2442,50
290,Item#2443,184
291,Item#2444,430
292,Item#2445,295
293,Item#2446,594
294,Item#2447,1063
295,Item#2448,1713
296,Item#2449,2460
297,Item#2451,3564
298,Item#2452,4028
299,Item#2453,4868
300,Item#2454,1000
301,Item#2455,1000
302,Item#2456,158
303,Item#2457,352
304,Item#2459,732
305,Item#2460,1239
306,Item#2462,3280
307,Item#2464,4752
308,Item#2467,65
309,Item#2468,240
310,Item#2469,385
311,Item#2470,516
312,Item#2471,715
313,Item#2472,1210
314,Item#2473,2232
315,Item#2474,3044
316,Item#2475,3539
317,Item#2476,4447
318,Item#2477,5249
319,Item#2478,6343
320,Item#2479,1000
321,Item#2480,1000
322,Item#2481,147
323,Item#2482,328
324,Item#2484,738
325,Item#2485,1321
326,Item#2487,2902
327,Item#2488,3542
328,Item#2490,5005
329,Item#2493,66
330,Item#2494,246
331,Item#2495,394
332,Item#2496,528
333,Item#2497,732
334,Item#2498,1239
335,Item#2499,2284
336,Item#2500,3115
337,Item#2501,3622
338,Item#2502,4551
339,Item#2503,5586
340,Item#2504,6490
341,Item#2505,1000
342,Item#2506,1000
343,Item#2507,136
344,Item#2508,304
345,Item#2510,684
346,Item#2511,1225
347,Item#2513,2690
348,Item#2514,3283
349,Item#2516,4639
350,Item#2519,71
351,Item#2520,263
352,Item#2521,376
353,Item#2522,511
354,Item#2523,782
355,Item#2524,1150
356,Item#2525,1722
357,Item#2526,2718
358,Item#2527,3869
359,Item#2528,4654
360,Item#2529,5737
361,Item#2530,6933
362,Item#2531,1000
363,Item#2532,1000
364,Item#2534,296
365,Item#2536,615
366,Item#2537,905
367,Item#2540,2900
368,Item#2542,4516
369,Item#2545,69
370,Item#2546,257
371,Item#2547,412
372,Item#2548,552
373,Item#2549,765
374,Item#2550,1295
375,Item#2551,2388
376,Item#2552,3256
377,Item#2553,3786
378,Item#2554,4758
379,Item#2555,5840
380,Item#2556,6785
381,Item#2557,1000
382,Item#2558,1000
383,Item#2560,304
384,Item#2562,684
385,Item#2563,1225
386,Item#2565,2690
387,Item#2566,3283
388,Item#2568,4639
389,Item#2571,74
390,Item#2572,274
391,Item#2573,439
392,Item#2574,588
393,Item#2575,882
394,Item#2576,1795
395,Item#2577,2834
396,Item#2578,3653
397,Item#2579,4641
398,Item#2580,5292
399,Item#2582,7228
400,Item#2583,1000
401,Item#2584,1000
402,Item#2585,1
403,Item#2586,1
404,Item#2587,2
405,Item#2588,2
406,Item#2589,3
407,Item#2590,3
408,Item#2591,4
409,Item#2592,4
410,Item#2593,5
411,Item#2594,5
412,Item#2595,6
413,Item#2596,7
414,Item#2597,7
415,Item#2598,8
416,Item#2599,8
417,Item#2600,8
418,Item#2601,9
419,Item#2602,9
420,Item#2603,10
421,Item#2604,10
422,Item#2605,10
423,Item#2606,11
424,Item#2607,11
425,Item#2609,11
426,Item#2610,324
427,Item#2611,264
428,Item#2612,276
429,Item#2613,6
430,Item#2614,240
431,Item#2615,384
432,Item#2616,384
433,Item#2621,9
434,Item#2622,492
435,Item#2623,432
436,Item#2629,47
437,Item#2638,47
438,Item#2639,47
439,Item#2640,47
440,Item#2641,47
441,Item#2642,47
442,Item#2643,59
443,Item#2644,71
444,Item#2645,71
445,Item#2646,71
446,Item#2647,71
447,Item#2648,71
448,Item#2649,50
449,Item#2651,100
450,Item#2652,85
451,Item#2653,141
452,Item#2654,220
453,Item#2655,113
454,Item#2656,264
455,Item#2657,1425
456,Item#2658,226
457,Item#2659,11
458,Item#2660,283
459,Item#2661,226
460,Item#2662,283
461,Item#2663,282
462,Item#2664,423
463,Item#2665,282
464,Item#2666,312
465,Item#2667,2160
466,Item#2668,355
467,Item#2670,283
468,Item#2671,18
469,Item#2672,378
470,Item#2673,661
471,Item#2675,308
472,Item#2677,513
473,Item#2680,672
474,Item#2697,607
475,Item#2699,524
476,Item#2700,524
477,Item#2702,2126
478,Item#2703,425
479,Item#2705,850
480,Item#2706,850
481,Item#2707,28
482,Item#2708,708
483,Item#2710,708
484,Item#2712,992
485,Item#2714,708
486,Item#2719,771
487,Item#2723,1330
488,Item#2725,1108
489,Item#2727,665
490,Item#2728,1314
491,Item#2729,1154
492,Item#2731,1314
493,Item#2733,1464
494,Item#2734,1464
495,Item#2735,2226
496,Item#2737,2226
497,Item#2739,2226
498,Item#2741,2226
499,Item#2743,2226
500,Item#2745,2226
501,Item#2751,100
502,Item#2753,2523
503,Item#2755,3532
504,Item#2758,2539
505,Item#2759,1772
506,Item#2763,2348
507,Item#2765,3522
508,Item#2767,3087
509,Item#2769,2953
510,Item#2774,3099
511,Item#2776,2721
512,Item#2778,2721
513,Item#2786,4475
514,Item#2802,4679
515,Item#2806,3402
516,Item#2808,3402
517,Item#2809,170
518,Item#2810,3402
519,Item#2812,5953
520,Item#2816,3545
521,Item#2817,5541
522,Item#2825,4806
523,Item#2830,5998
524,Item#2834,4554
525,Item#2835,4158
526,Item#2837,4158
527,Item#2861,5600
528,Item#2895,4989
529,Item#2897,1000
530,Item#2898,1000
531,Item#2899,1000
532,Item#2900,1000
533,Item#2901,1000
534,Item#2902,1000
535,Item#2903,1000
536,Item#2904,1000
537,Item#2905,1000
538,Item#2907,1000
539,Item#2908,1000
540,Item#2909,1000
541,Item#2910,1000
542,Item#2958,59
543,Item#2960,59
544,Item#2965,59
545,Item#2966,98
546,Item#2967,59
547,Item#2968,59
548,Item#2969,59
549,Item#2970,59
550,Item#2971,59
551,Item#2972,59
552,Item#2973,59
553,Item#2974,59
554,Item#2975,59
555,Item#2976,59
556,Item#2977,59
557,Item#2978,59
558,Item#2979,59
559,Item#2980,59
560,Item#2981,59
561,Item#2982,59
562,Item#2983,59
563,Item#2984,59
564,Item#2985,59
565,Item#2986,59
566,Item#2987,59
567,Item#2988,59
568,Item#2989,59
569,Item#2990,59
570,Item#2991,59
571,Item#2992,59
572,Item#2994,100
573,Item#2996,59
574,Item#2997,59
575,Item#2998,1911
576,Item#2999,140
577,Item#3000,309
578,Item#3001,162
579,Item#3002,100
580,Item#3003,100
581,Item#3004,100
582,Item#3005,100
583,Item#3006,100
584,Item#3007,100
585,Item#3008,273
586,Item#3009,1453
587,Item#3010,140
588,Item#3011,327
589,Item#3012,1684
590,Item#3013,308
591,Item#3014,246
592,Item#3015,280
593,Item#3016,351
594,Item#3017,436
595,Item#3018,349
596,Item#3019,436
597,Item#3020,436
598,Item#3021,2646
599,Item#3022,424
600,Item#3023,468
601,Item#3024,663
602,Item#3026,819
603,Item#3028,508
604,Item#3036,602
605,Item#3038,602
606,Item#3039,752
607,Item#3041,602
608,Item#3043,877
609,Item#3045,1228
610,Item#3050,820
611,Item#3052,1025
612,Item#3053,1025
613,Item#3057,1647
614,Item#3059,3292
615,Item#3060,1372
616,Item#3062,1257
617,Item#3066,1428
618,Item#3068,3540
619,Item#3077,1613
620,Item#3090,2568
621,Item#3092,1812
622,Item#3096,3037
623,Item#3098,2017
624,Item#3099,2819
625,Item#3100,3123
626,Item#3102,4373
627,Item#3104,2499
628,Item#3106,2761
629,Item#3108,2286
630,Item#3118,4361
631,Item#3120,3634
632,Item#3121,3634
633,Item#3125,3369
634,Item#3127,8348
635,Item#3129,4410
636,Item#3131,3528
637,Item#3146,5042
638,Item#3147,4212
639,Item#3149,7371
640,Item#3162,4389
641,Item#3163,5487
642,Item#3172,5951
643,Item#3178,6189
644,Item#3183,8016
645,Item#3187,5344
646,Item#3188,6680
647,Item#3206,7191
648,Item#3215,6177
649,Item#3220,1000
650,Item#3221,1000
651,Item#3222,1000
652,Item#3223,1000
653,Item#3224,1000
654,Item#3225,1000
655,Item#3226,1000
656,Item#3227,1000
657,Item#3228,1000
658,Item#3274,45
659,Item#3280,45
660,Item#3281,45
661,Item#3282,45
662,Item#3283,45
663,Item#3284,45
664,Item#3285,45
665,Item#3286,39
666,Item#3287,39
667,Item#3288,39
668,Item#3289,39
669,Item#3290,39
670,Item#3291,39
671,Item#3292,39
672,Item#3293,39
673,Item#3294,39
674,Item#3295,39
675,Item#3296,45
676,Item#3297,45
677,Item#3298,45
678,Item#3299,45
679,Item#3300,45
680,Item#3301,45
681,Item#3302,45
682,Item#3303,45
683,Item#3304,45
684,Item#3305,45
685,Item#3307,39
686,Item#3308,39
687,Item#3309,94
688,Item#3310,135
689,Item#3311,108
690,Item#3312,94
691,Item#3313,168
692,Item#3314,168
693,Item#3315,216
694,Item#3316,216
695,Item#3317,216
696,Item#3318,270
697,Item#3319,336
698,Item#3320,297
699,Item#3321,326
700,Item#3322,360
701,Item#3323,100
702,Item#3324,315
703,Item#3325,450
704,Item#3327,315
705,Item#3332,534
706,Item#3334,499
707,Item#3336,499
708,Item#3337,675
709,Item#3339,675
710,Item#3341,540
711,Item#3342,1485
712,Item#3343,734
713,Item#3345,844
714,Item#3347,1056
715,Item#3348,846
716,Item#3349,1099
717,Item#3351,1099
718,Item#3352,2748
719,Item#3354,1099
720,Item#3355,1220
721,Item#3363,1557
722,Item#3365,1947
723,Item#3367,2403
724,Item#3369,2403
725,Item#3370,2403
726,Item#3372,2124
727,Item#3377,2796
728,Item#3379,2058
729,Item#3383,2592
730,Item#3385,2592
731,Item#3386,6480
732,Item#3397,2375
733,Item#3404,2971
734,Item#3408,3240
735,Item#3410,3240
736,Item#3411,4050
737,Item#3413,2954
738,Item#3415,3376
739,Item#3426,4578
740,Item#3427,4761
741,Item#3429,3808
742,Item#3431,9522
743,Item#3442,4111
744,Item#3457,5532
745,Item#3458,1000
746,Item#3459,1000
747,Item#3460,1000
748,Item#3461,1000
749,Item#3462,1000
750,Item#3463,1000
751,Item#3464,1000
752,Item#3465,1000
753,Item#3466,1000
754,Item#3475,4752
755,Item#3520,42
756,Item#3521,42
757,Item#3522,42
758,Item#3523,42
759,Item#3524,42
760,Item#3525,42
761,Item#3526,42
762,Item#3527,42
763,Item#3528,42
764,Item#3529,42
765,Item#3530,126
766,Item#3531,126
767,Item#3532,145
768,Item#3533,116
769,Item#3534,196
770,Item#3535,156
771,Item#3536,252
772,Item#3537,224
773,Item#3538,224
774,Item#3539,280
775,Item#3540,376
776,Item#3541,347
777,Item#3542,380
778,Item#3543,336
779,Item#3544,588
780,Item#3546,420
781,Item#3547,365
782,Item#3549,365
783,Item#3550,598
784,Item#3552,498
785,Item#3557,698
786,Item#3559,630
787,Item#3561,630
788,Item#3562,630
789,Item#3563,882
790,Item#3568,589
791,Item#3570,985
792,Item#3572,985
793,Item#3574,1182
794,Item#3575,902
795,Item#3576,1282
796,Item#3578,1282
797,Item#3579,1795
798,Item#3581,1158
799,Item#3583,1453
800,Item#3586,2180
801,Item#3597,2242
802,Item#3599,3139
803,Item#3601,2242
804,Item#3602,1440
805,Item#3603,1982
806,Item#3605,3131
807,Item#3607,2195
808,Item#3611,3024
809,Item#3613,3024
810,Item#3614,4233
811,Item#3616,2533
812,Item#3619,3978
813,Item#3621,2773
814,Item#3625,3780
815,Item#3627,3780
816,Item#3628,5292
817,Item#3639,3939
818,Item#3640,3151
819,Item#3649,6221
820,Item#3651,4620
821,Item#3653,4620
822,Item#3656,5344
823,Item#3668,4796
824,Item#3682,1000
825,Item#3683,1000
826,Item#3684,1000
827,Item#3685,1000
828,Item#3686,1000
829,Item#3687,1000
830,Item#3688,1000
831,Item#3689,1000
832,Item#3690,1000
833,Item#3698,4435
834,Item#3740,48
835,Item#3747,48
836,Item#3748,54
837,Item#3749,54
838,Item#3750,48
839,Item#3751,48
840,Item#3752,48
841,Item#3753,48
842,Item#3754,48
843,Item#3755,48
844,Item#3756,48
845,Item#3757,48
846,Item#3758,48
847,Item#3759,48
848,Item#3760,100
849,Item#3761,115
850,Item#3762,115
851,Item#3763,129
852,Item#3764,115
853,Item#3765,224
854,Item#3766,224
855,Item#3767,268
856,Item#3768,288
857,Item#3769,230
858,Item#3770,288
859,Item#3771,256
860,Item#3772,430
861,Item#3773,286
862,Item#3774,384
863,Item#3775,672
864,Item#3777,480
865,Item#3779,432
866,Item#3780,384
867,Item#3784,569
868,Item#3788,532
869,Item#3790,532
870,Item#3791,720
871,Item#3793,1008
872,Item#3795,720
873,Item#3799,783
874,Item#3800,783
875,Item#3802,1126
876,Item#3804,1351
877,Item#3805,1160
878,Item#3806,1031
879,Item#3808,1172
880,Item#3810,1172
881,Item#3821,1654
882,Item#3823,1661
883,Item#3825,3588
884,Item#3827,2563
885,Item#3829,2563
886,Item#3830,1809
887,Item#3831,2265
888,Item#3833,2982
889,Item#3837,2822
890,Item#3841,2764
891,Item#3843,2764
892,Item#3844,2764
893,Item#3849,3169
894,Item#3850,4753
895,Item#3851,3456
896,Item#3853,3456
897,Item#3854,6048
898,Item#3856,3456
899,Item#3860,4502
900,Item#3871,4883
901,Item#3881,4062
902,Item#3883,5481
903,Item#3885,5481
904,Item#3886,6577
905,Item#3889,1000
906,Item#3890,1000
907,Item#3891,1000
908,Item#3892,1000
909,Item#3893,1000
910,Item#3894,1000
911,Item#3895,1000
912,Item#3896,1000
913,Item#3897,1000
914,Item#3909,5900
915,Item#3918,5068
916,Item#4091,229
917,Item#4092,201
918,Item#4094,534
919,Item#4095,534
920,Item#4097,512
921,Item#4099,512
922,Item#4102,100
923,Item#4103,1695
924,Item#4105,1695
925,Item#4106,1673
926,Item#4108,1673
927,Item#4109,2544
928,Item#4111,2544
929,Item#4113,2544
930,Item#4115,2544
931,Item#4117,2544
932,Item#4119,2544
933,Item#4152,5618
934,Item#4155,5120
935,Item#4196,100
936,Item#4197,136
937,Item#4198,224
938,Item#4200,66
939,Item#4202,14
940,Item#4203,14
941,Item#4204,384
942,Item#4205,398
943,Item#4209,504
944,Item#4211,1172
945,Item#4213,1301
946,Item#4214,2544
947,Item#4216,2544
948,Item#4218,2544
949,Item#4220,2544
950,Item#4222,2544
951,Item#4224,2544
952,Item#4231,2764
953,Item#4254,4224
954,Item#4255,3982
955,Item#4274,1000
956,Item#4275,1000
957,Item#4276,1000
958,Item#4301,37
959,Item#4302,37
960,Item#4303,37
961,Item#4304,88
962,Item#4305,176
963,Item#4306,156
964,Item#4307,199
965,Item#4308,294
966,Item#4309,410
967,Item#4311,398
968,Item#4313,524
969,Item#4314,897
970,Item#4315,1302
971,Item#4317,1301
972,Item#4320,1817
973,Item#4322,1817
974,Item#4324,1817
975,Item#4326,1817
976,Item#4328,1817
977,Item#4330,1817
978,Item#4332,1821
979,Item#4333,2116
980,Item#4360,3234
981,Item#4379,4815
982,Item#4404,980
983,Item#4405,980
984,Item#4406,980
985,Item#4407,980
986,Item#4408,980
987,Item#4421,132
988,Item#4422,170
989,Item#4427,100
990,Item#4428,100
991,Item#4429,100
992,Item#4430,416
993,Item#4431,416
994,Item#4433,349
995,Item#4435,432
996,Item#4439,1254
997,Item#4440,1254
998,Item#4442,1735
999,Item#4444,1735
1000,Item#4446,1735
1001,Item#4448,1735
1002,Item#4450,1735
1003,Item#4452,1735
1004,Item#4454,1214
1005,Item#4456,1537
1006,Item#4501,3840
1007,Item#4516,3801
1008,Item#4517,1000
1009,Item#4518,1000
1010,Item#4519,1000
1011,Item#4551,28
1012,Item#4552,146
1013,Item#4553,528
1014,Item#4554,887
1015,Item#4555,60
1016,Item#4556,432
1017,Item#4557,792
1018,Item#4558,1108
1019,Item#4564,39
1020,Item#4565,19
1021,Item#4566,99
1022,Item#4567,594
1023,Item#4568,352
1024,Item#4569,871
1025,Item#4594,108
1026,Item#4595,108
1027,Item#4596,108
1028,Item#4597,108
1029,Item#4598,108
1030,Item#4604,950
1031,Item#4605,950
1032,Item#4606,950
1033,Item#4607,950
1034,Item#4608,950
1035,Item#4609,1330
1036,Item#4610,1330
1037,Item#4611,1330
1038,Item#4612,1330
1039,Item#4613,1330
1040,Item#4639,9
1041,Item#4642,33
1042,Item#4643,49
1043,Item#4647,435
1044,Item#4650,5
1045,Item#4651,28
1046,Item#4652,58
1047,Item#4657,12
1048,Item#4658,12
1049,Item#4661,30
1050,Item#4666,15
1051,Item#4667,35
1052,Item#4673,16
1053,Item#4674,34
1054,Item#4675,47
1055,Item#4678,415
1056,Item#4679,457
1057,Item#4680,16
1058,Item#4682,22
1059,Item#4683,29
1060,Item#4684,55
1061,Item#4689,10
1062,Item#4690,37
1063,Item#4693,285
1064,Item#4696,6
1065,Item#4698,39
1066,Item#4708,19
1067,Item#4710,67
1068,Item#4715,376
1069,Item#4716,7
1070,Item#4717,37
1071,Item#4722,25
1072,Item#4726,11
1073,Item#4728,5
1074,Item#4730,44
1075,Item#4736,19
1076,Item#4737,23
1077,Item#4738,23
1078,Item#4744,23
1079,Item#4745,7
1080,Item#4746,31
1081,Item#4750,267
1082,Item#4751,4
1083,Item#4752,4
1084,Item#4753,4
1085,Item#4754,19
1086,Item#4755,19
1087,Item#4758,12
1088,Item#4759,22
1089,Item#4760,28
1090,Item#4761,31
1091,Item#4763,45
1092,Item#4764,58
1093,Item#4772,5
1094,Item#4777,7
1095,Item#4778,12
1096,Item#4779,14
1097,Item#4780,16
1098,Item#4781,19
1099,Item#4782,19
1100,Item#4783,19
1101,Item#4785,24
1102,Item#4794,5
1103,Item#4795,10
1104,Item#4803,12
1105,Item#4804,16
1106,Item#4808,4
1107,Item#4809,8
1108,Item#4811,28
1109,Item#4818,11
1110,Item#4823,4
1111,Item#4824,5
1112,Item#4825,2
1113,Item#4826,4
1114,Item#4827,57
1115,Item#4828,4
1116,Item#4829,5
1117,Item#4830,13
1118,Item#4831,16
1119,Item#4834,10
1120,Item#4837,111
1121,Item#4845,168
1122,Item#4847,2
1123,Item#4850,2
1124,Item#4853,2
1125,Item#4856,7
1126,Item#4857,8
1127,Item#4862,10
1128,Item#4863,10
1129,Item#4864,86
1130,Item#4866,16
1131,Item#4868,36
1132,Item#4870,7
1133,Item#4871,8
1134,Item#4876,18
1135,Item#4879,36
1136,Item#4925,6
1137,Item#4930,10
1138,Item#4931,12
1139,Item#4932,14
1140,Item#4933,16
1141,Item#4935,18
1142,Item#4936,21
1143,Item#5050,10
1144,Item#5051,10
1145,Item#5056,9
1146,Item#5057,68
1147,Item#5058,258
1148,Item#5062,9
1149,Item#5063,68
1150,Item#5065,514
1151,Item#5071,32
1152,Item#5072,157
1153,Item#5073,610
1154,Item#5083,389
1155,Item#5089,617
1156,Item#5091,13
1157,Item#5092,73
1158,Item#5093,313
1159,Item#5099,583
1160,Item#5106,2
1161,Item#5107,2
1162,Item#5110,20
1163,Item#5111,18
1164,Item#5124,6
1165,Item#5128,68
1166,Item#5129,68
1167,Item#5130,68
1168,Item#5131,68
1169,Item#5132,68
1170,Item#5133,68
1171,Item#5197,10
1172,Item#5228,2
1173,Item#5229,31
1174,Item#5258,7
1175,Item#5268,6
1176,Item#5269,18
1177,Item#5275,8
1178,Item#5276,31
1179,Item#5291,4
1180,Item#5292,15
1181,Item#5318,4
1182,Item#5319,22
1183,Item#5324,10
1184,Item#5325,52
1185,Item#5326,169
1186,Item#5327,411
1187,Item#5333,3
1188,Item#5334,22
1189,Item#5336,186
1190,Item#5341,2
1191,Item#5342,9
1192,Item#5343,10
1193,Item#5351,4
1194,Item#5352,21
1195,Item#5360,259
1196,Item#5361,9
1197,Item#5364,43
1198,Item#5366,2448
1199,Item#5367,78
1200,Item#5368,108
1201,Item#5371,219
1202,Item#5372,3072
1203,Item#5373,470
1204,Item#5380,2
1205,Item#5383,12
1206,Item#5396,6
1207,Item#5402,33
1208,Item#5405,60
1209,Item#5409,238
1210,Item#5432,5
1211,Item#5433,9
1212,Item#5434,23
1213,Item#5436,238
1214,Item#5442,25
1215,Item#5447,224
1216,Item#5455,375
1217,Item#5470,8
1218,Item#5471,64
1219,Item#5482,8
1220,Item#5483,38
1221,Item#5487,3
1222,Item#5488,14
1223,Item#5489,4
1224,Item#5490,216
1225,Item#5492,7
1226,Item#5493,73
1227,Item#5495,19
1228,Item#5497,141
1229,Item#5498,3
1230,Item#5503,8
1231,Item#5506,3672
1232,Item#5507,3960
1233,Item#5508,4248
1234,Item#5509,7
1235,Item#5510,13
1236,Item#5512,53
1237,Item#5513,9
1238,Item#5515,14
1239,Item#5516,5
1240,Item#5518,3
1241,Item#5519,3
1242,Item#5526,216
1243,Item#5527,103
1244,Item#5528,82
1245,Item#5534,8
1246,Item#5538,8
1247,Item#5540,13
1248,Item#5548,14
1249,Item#5549,128
1250,Item#5551,21
1251,Item#5552,24
1252,Item#5554,128
1253,Item#5557,24
1254,Item#5560,7
1255,Item#5590,150
1256,Item#5594,4
1257,Item#5595,12
1258,Item#5596,24
1259,Item#5597,48
1260,Item#5598,80
1261,Item#5728,60
1262,Item#5729,216
1263,Item#5730,40
1264,Item#5731,40
1265,Item#5732,216
1266,Item#5733,216
1267,Item#5734,216
1268,Item#5735,40
1269,Item#5736,216
1270,Item#5737,216
1271,Item#5739,216
1272,Item#5741,334
1273,Item#5742,40
1274,Item#5743,40
1275,Item#5745,216
1276,Item#5746,40
1277,Item#5747,216
1278,Item#5748,216
1279,Item#5750,334
1280,Item#5751,334
1281,Item#5752,40
1282,Item#5753,216
1283,Item#5755,334
1284,Item#5756,40
1285,Item#5757,216
1286,Item#5758,334
1287,Item#5759,216
1288,Item#5760,40
1289,Item#5762,40
1290,Item#5763,216
1291,Item#5764,216
1292,Item#5767,216
1293,Item#5768,216
1294,Item#5769,40
1295,Item#5770,334
1296,Item#5771,40
1297,Item#5772,216
1298,Item#5773,216
1299,Item#5774,40
1300,Item#5775,216
1301,Item#5776,216
1302,Item#5777,216
1303,Item#5778,334
1304,Item#5779,334
1305,Item#5780,216
1306,Item#5782,334
1307,Item#5783,216
1308,Item#5786,334
1309,Item#5787,216
1310,Item#5788,40
1311,Item#5789,40
